銘柄コード,銘柄名,証券所名,週傾き,週切片,月傾き,月切片,3ヶ月傾き,3ヶ月切片,年傾き,年切片
2156.JP,SAYLOR ADVERTISING,Tokyo SE,7.7,233.6,0.3175438596491228,244.82631578947368,-0.4269119769119768,269.8538961038961,-0.25925877881725534,311.3981477147821
2157.JP,KOSHIDAKA HOLDINGS,Tokyo SE,10.114285714285714,653.7142857142857,2.07593984962406,628.0285714285715,1.065518199499861,596.067213114754,0.27082491138056886,584.2574849412462
2158.JP,FRONTEO,Tokyo SE,46.142857142857146,1708.8095238095239,18.2390977443609,1575.9285714285716,-21.086107252014447,2977.490163934426,9.493711093601062,593.991935749317
2159.JP,FULL SPEED,Tokyo SE,0.8,340.3333333333333,0.6766917293233082,332.47142857142853,-0.25065295915532093,348.84426229508193,-0.4618085014197246,445.09999670846906
2160.JP,GNI GROUP,Tokyo SE,-13.857142857142858,1297.142857142857,3.4819548872180452,1254.4714285714285,-2.743762156154487,1381.6409836065575,-4.422617250711878,2241.2909384154573
216011306.JP,NEXT FUNDS TOPIX ETF OPTION APR 2022,Tokyo SE,-9.299999999999999,16.9,-9.299999999999999,16.9,-9.299999999999999,16.9,-9.299999999999999,16.9
216011321.JP,NEXT FUNDS NIKKEI 225 ETF OPTION APR 2022,Tokyo SE,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
216024452.JP,KAO OPTION APR 2022,Tokyo SE,94.75,73.41666666666666,94.75,73.41666666666666,94.75,73.41666666666666,94.75,73.41666666666666
216031306.JP,NEXT FUNDS TOPIX ETF OPTION APR 2022,Tokyo SE,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
216038002.JP,MARUBENI OPTION APR 2022,Tokyo SE,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
216061306.JP,NEXT FUNDS TOPIX ETF OPTION APR 2022,Tokyo SE,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
216061321.JP,NEXT FUNDS NIKKEI 225 ETF OPTION APR 2022,Tokyo SE,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
216071321.JP,NEXT FUNDS NIKKEI 225 ETF OPTION APR 2022,Tokyo SE,NaN,NaN,-101,641,-101,641,-101,641
216081321.JP,NEXT FUNDS NIKKEI 225 ETF OPTION APR 2022,Tokyo SE,NaN,NaN,48,572,48,572,48,572
216091321.JP,NEXT FUNDS NIKKEI 225 ETF OPTION APR 2022,Tokyo SE,-108,702.3333333333334,-108,702.3333333333334,-108,702.3333333333334,-108,702.3333333333334
216101321.JP,NEXT FUNDS NIKKEI 225 ETF OPTION APR 2022,Tokyo SE,-163,660,-163,660,-163,660,-163,660
2162.JP,NMS HOLDINGS,Tokyo SE,1.6,202.66666666666666,-0.24135338345864663,209.64285714285714,-0.598916365657127,239.9846994535519,-0.9007159402123645,429.56644251341305
2163.JP,ARTNER,Tokyo SE,5.6571428571428575,859.8571428571429,-0.6954887218045113,877.5571428571429,0.11242011669908311,870.3169398907104,0.3096892364924641,806.027255521543
2164.JP,CHIIKISHINBUNSHA,Tokyo SE,0.6,392.3333333333333,-1.1879699248120301,412.7857142857143,-1.5689913864962486,473.951912568306,-2.13153290460082,876.3787888926062
2168.JP,PASONA GROUP,Tokyo SE,18.8,2184.3333333333335,-16.297744360902257,2510.128571428572,-18.84459572103362,3231.8655737704917,5.147788220215508,1985.699479608966
2169.JP,CDS,Tokyo SE,-2.4,1606,-1.155639097744361,1613.7285714285715,0.12358988607946651,1592.9540983606557,0.6064415756625552,1495.4159882821502
2170.JP,LINK AND MOTIVATION,Tokyo SE,4.257142857142857,387.19047619047615,-2.081954887218045,428.7285714285714,-2.810169491525424,547.5333333333333,-0.576747937923071,809.430890688259
217011321.JP,NEXT FUNDS NIKKEI 225 ETF OPTION MAY 2022,Tokyo SE,-195,868,-195,868,-195,868,-195,868
217021321.JP,NEXT FUNDS NIKKEI 225 ETF OPTION MAY 2022,Tokyo SE,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
217061321.JP,NEXT FUNDS NIKKEI 225 ETF OPTION MAY 2022,Tokyo SE,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2173.JP,HAKUTEN,Tokyo SE,9.571428571428571,496.2380952380952,2.430075187969925,471.2142857142857,0.16446235065295917,492.6983606557377,0.4847751917988485,415.5703235574866
2175.JP,SMS,Tokyo SE,18.428571428571427,3168.095238095238,9.548872180451127,3058.985714285714,-22.65479299805502,4155.916393442623,2.7498566652492915,3290.2667048484254
2176.JP,INA RESEARCH,Tokyo SE,3.6,582,-1.1228070175438596,606.7368421052631,-0.7478082992402112,632.3644067796611,-0.6937690230030434,767.1581881533101
2178.JP,TRI STAGE,Tokyo SE,3.1142857142857143,308.04761904761904,-3.4992481203007517,370.4428571428571,-0.777382606279522,379.46612021857925,-0.27333235259147604,417.8937822981469
2179.JP,SEIGAKUSHA,Tokyo SE,1.7142857142857142,782.3809523809523,0.24436090225563908,781.9285714285714,0.032925812725757155,782.2786885245902,-0.19116466185565756,816.7481182317886
2180.JP,SUNNY SIDE UP GROUP,Tokyo SE,10.057142857142857,713.5238095238095,0.08796992481203007,735.1142857142858,0.2017504862461795,722.5316939890711,-0.11441926311355982,766.9756686745004
218054755.JP,RAKUTEN GROUP OPTION JUN 2022,Tokyo SE,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
218087201.JP,NISSAN MOTOR OPTION JUN 2022,Tokyo SE,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2181.JP,PERSOL HOLDINGS,Tokyo SE,16.65714285714286,2250.190476190476,-16.093984962406015,2560.7428571428572,-19.548958043901084,3434.444262295082,4.565798961354069,2048.947310160955
2183.JP,LINICAL,Tokyo SE,10.085714285714285,707.952380952381,4.150375939849624,657.7714285714286,-0.617227007502084,717.0415300546449,-0.37758991421195714,836.9664718080379
2185.JP,CMC,Tokyo SE,3,1204.8,-4.549122807017544,1275.415789473684,-3.8526704692766423,1402.2431941923776,0.606387117189972,1214.3898493723852
2186.JP,SOBAL,Tokyo SE,11.057142857142857,958.5238095238095,-4.760150375939849,1060.5714285714287,-3.466851903306474,1238.972131147541,0.6172096416328948,966.4932823146047
2191.JP,TELLA,Tokyo SE,-0.14285714285714285,78.85714285714286,-0.2518796992481203,82.84285714285714,-0.4320088913587107,101.91092896174864,-0.788001362290743,262.57081728712006
2193.JP,COOKPAD,Tokyo SE,-2.2,292,1.936842105263158,254.49999999999997,0.574409558210614,243.7715846994535,-0.1416778343607612,275.34333958724204
2195.JP,AMITA HOLDINGS,Tokyo SE,-29.142857142857142,2239.523809523809,-22.998496240601504,2595.0857142857144,4.247818838566271,2156.9060109289617,12.502941883446399,12.884418567384046
2196.JP,ESCRIT,Tokyo SE,9.971428571428572,398.90476190476187,0.02857142857142857,413.22857142857146,0.17007502083912207,385.79945355191256,-0.16246647172742903,479.2436062012442
2198.JP,IKK HOLDINGS,Tokyo SE,8,512,-3.507518796992481,586.4714285714285,-1.1331480966935257,611.6945355191257,-0.507986127204906,713.2852111517067
2201.JP,MORINAGA,Tokyo SE,2,3943.3333333333335,20.139097744360903,3641.9285714285716,2.202695193109197,3692.937158469945,0.49900875614391116,3724.459272900826
2204.JP,NAKAMURAYA,Tokyo SE,13,3188.3333333333335,-11.030075187969924,3368.285714285714,-8.595582106140595,3678.3196721311474,-2.303114406224621,3995.740457851947
2206.JP,EZAKI GLICO,Tokyo SE,4.428571428571429,3846.4285714285716,-3.8721804511278197,3900.785714285714,3.3759377604890246,3681.0765027322404,-2.9658650808205187,4436.436277278563
2207.JP,MEITO SANGYO,Tokyo SE,-2.7714285714285714,1653.7619047619046,-2.3541353383458645,1679.9142857142856,-0.4587941094748541,1676.501092896175,0.7973988791329696,1537.3191251110895
2208.JP,BOURBON,Tokyo SE,-2.742857142857143,2247.523809523809,-5.458646616541353,2334.4571428571426,-2.578299527646568,2403.2098360655737,0.5595435600526378,2233.461279747211
2209.JP,IMURAYA GROUP,Tokyo SE,2.4571428571428573,2286.8571428571427,0.7240601503759398,2272.671428571429,1.1795776604612391,2220.7524590163935,-1.026928908978422,2456.0916368783123
221014452.JP,KAO OPTION SEP 2022,Tokyo SE,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2211.JP,FUJIYA,Tokyo SE,3.6285714285714286,2503.761904761905,-0.12180451127819548,2511.057142857143,5.171325368157821,2203.8459016393444,0.9021617297062007,2181.3347816069254
2212.JP,YAMAZAKI BAKING,Tokyo SE,2.2,1476.6666666666667,-4.0887218045112785,1543.2428571428572,-0.9497916087802167,1581.1021857923497,-0.7680119623636954,1762.6587011619104
2215.JP,FIRST BAKING,Tokyo SE,2.6857142857142855,527.6190476190477,-1.4323308270676691,554.7571428571429,-0.006835232008891356,541.068306010929,-2.3526043734369426,1062.5029788354564
2216.JP,KANRO,Tokyo SE,-1.3714285714285714,1486.4285714285713,-1.3022556390977444,1504.0714285714287,-2.0484856904695743,1583.2136612021857,0.4049283326246466,1455.8246532372204
2217.JP,MOROZOFF,Tokyo SE,13.771428571428572,2819.5714285714284,8.690225563909774,2698.7428571428572,-2.060794665184773,2871.426775956284,0.0761975966450568,2741.369046443501
2220.JP,KAMEDA SEIKA,Tokyo SE,-4,4103.333333333334,-3.2481203007518795,4099.357142857143,-5.780911364267851,4326.1202185792345,-2.5521087615850138,4778.480030611239
2221.JP,IWATSUKA CONFECTIONERY,Tokyo SE,0,3921.6666666666665,3.3496240601503757,3871.9285714285716,-0.0018060572381217131,3896.636612021858,-1.8502827075730057,4219.6006885882625
2222.JP,KOTOBUKI SPIRITS,Tokyo SE,138.85714285714286,6066.190476190476,21.473684210526315,6004,21.957904973603775,4905.825136612022,-6.698690165510264,7468.326984299399
2224.JP,COMO,Tokyo SE,-0.7142857142857143,2749.285714285714,-0.7676691729323308,2759.442857142857,1.015921089191442,2706.113661202186,0.6400784420925509,2571.672144350423
2226.JP,KOIKE YA,Tokyo SE,4.571428571428571,5151.9047619047615,3.2857142857142856,5114.285714285715,-0.7685468185607113,5161.005464480874,0.9447622746819635,4964.896920856147
2229.JP,CALBEE,Tokyo SE,19.142857142857142,2400.476190476191,-8.208270676691729,2571.928571428571,-5.405612670186164,2745.665573770492,-0.39593048689802784,2709.981200092163
2230.JP,GOYO FOODS INDUSTRY,Tokyo SE,0,879,0,879,0,879,0.18782608695652173,875.9233333333334
2264.JP,MORINAGA MILK INDUSTRY,Tokyo SE,7.428571428571429,5418.0952380952385,-16.481203007518797,5741.571428571428,2.4065018060572383,5462.508196721312,-1.2905367304619095,6192.351074684836
2266.JP,ROKKO BUTTER,Tokyo SE,3.257142857142857,1538.857142857143,-2.1406015037593984,1576.685714285714,-0.31447624340094477,1552.610382513661,-0.3793955540150296,1645.0694513018004
2267.JP,YAKULT HONSHA,Tokyo SE,-0.2857142857142857,6325.714285714285,13.421052631578947,6151,7.159210891914421,5838.136612021857,1.124358004364973,5804.364965603502
2268.JP,B R 31 ICE CREAM,Tokyo SE,-0.42857142857142855,3966.904761904762,-2.9473684210526314,4008.5,-1.616976938038344,4058.117486338798,0.08821038870921778,4012.762232853797
2269.JP,MEIJI HOLDINGS,Tokyo SE,-8,6753.333333333333,-11.090225563909774,6872.857142857143,-6.084467907752153,7132.825136612021,0.8409440513640041,6806.05923175669
2270.JP,MEGMILK SNOW BRAND,Tokyo SE,10.314285714285715,2003.047619047619,1.5894736842105264,2004.3000000000002,-0.5765768268963601,2045.992349726776,-1.018106839062276,2279.762925183503
2281.JP,PRIMA MEAT PACKERS,Tokyo SE,11.342857142857143,2241.809523809524,-9.995488721804511,2424.557142857143,-4.044984717977216,2543.4437158469946,-4.824061355479287,3430.156337184424
2282.JP,NH FOODS,Tokyo SE,11.142857142857142,4130.47619047619,-15.680451127819548,4382.714285714285,0.6201722700750208,4241.204918032787,-2.7349505363516,4676.541115499818
2286.JP,HAYASHIKANE SANGYO,Tokyo SE,3.6857142857142855,496.6190476190476,0.004511278195488722,501.45714285714286,-0.10655737704918032,508.9601092896175,-0.6572826128575258,658.0748843026892
2288.JP,MARUDAI FOOD,Tokyo SE,5.485714285714286,1498.952380952381,-0.7706766917293233,1518.4714285714288,-0.32375659905529314,1539.5174863387979,-1.0385651491365775,1783.5707754846778
2291.JP,FUKUTOME MEAT PACKERS,Tokyo SE,0.8,1863,0.08796992481203007,1862.6142857142859,0.15949429388784644,1855.092343658679,-0.434709683784717,1952.8855507868384
2292.JP,S FOODS,Tokyo SE,19,3198.3333333333335,0.2932330827067669,3252.714285714286,-4.506251736593498,3496.6010928961746,-0.5548366117652751,3394.1517125835235
2293.JP,TAKIZAWA HAM,Tokyo SE,11.285714285714286,3010.9523809523807,-1.2311661506707947,3042.6315789473683,1.0980487018222884,2991.9035639413,-0.24880252642094755,3059.6613000683524
2294.JP,KAKIYASU HONTEN,Tokyo SE,12.17142857142857,2321.5714285714284,-14.3203007518797,2552.542857142857,-8.239372047791054,2828.3781420765026,0.1537393470274454,2569.049043810276
2296.JP,ITOHAM YONEKYU HOLDINGS,Tokyo SE,3.0285714285714285,685.7619047619048,0.3105263157894737,682.8,0.6868574604056682,651.6043715846995,-0.29945405593855984,741.7811299825548
2300.JP,KYOKUTO,Tokyo SE,3.142857142857143,427.4761904761905,-3.802255639097744,492.6714285714286,-1.070880800222284,516.2743169398907,-0.0474897898726984,497.4087594220072
2301.JP,GAKUJO,Tokyo SE,8,984,-2.4225563909774435,1032.2142857142858,-1.2103639899972216,1050.155737704918,-2.143486533272339,1486.571775122609
2303.JP,DAWN,Tokyo SE,15.142857142857142,1583.4761904761904,0.45263157894736844,1626.3,-5.647874409558211,1891.1956284153005,-6.262788572879533,3219.1608278200188
2304.JP,CSS HOLDINGS,Tokyo SE,0.05714285714285714,241.52380952380952,-0.6962406015037594,250.51428571428573,-0.4607390941928313,265.8584699453552,-0.0761937592310015,280.1738835241414
2305.JP,STUDIO ALICE,Tokyo SE,6,2158.6666666666665,-2.2413533834586468,2181.842857142857,1.5340650180605724,2088.9284153005465,-0.9887945540613802,2369.7899344985353
2307.JP,CROSS CAT,Tokyo SE,3.857142857142857,2107.8571428571427,21.71127819548872,1786.3428571428572,6.994387329813838,1552.0322404371584,3.8775151574997544,823.6304907672559
2309.JP,CMIC HOLDINGS,Tokyo SE,14.028571428571428,1501.7619047619046,0.31203007518796994,1514.0857142857142,0.5291747707696582,1501.0726775956284,-0.04631850196383482,1522.3359270596752
2311.JP,EPCO,Tokyo SE,4.828571428571428,676.4285714285714,-0.2842105263157894,686.8000000000001,-2.111447624340094,788.971038251366,-1.1004781479294592,981.3180040156675
2315.JP,CAICA DIGITAL,Tokyo SE,1.457142857142857,127.52380952380952,-0.3,134.5,-0.324256737982773,149.5655737704918,-0.7806329009336529,294.4080181692505
2317.JP,SYSTENA,Tokyo SE,0.22857142857142856,426.76190476190476,2.289473684210526,393.1,-0.0811058627396499,401.04262295081963,-0.6285961553575711,570.8203054540668
2321.JP,SOFTFRONT HOLDINGS,Tokyo SE,0.45714285714285713,83.52380952380953,-0.23684210526315788,88.2,-0.2762156154487357,99.86502732240437,-0.2564302742920018,148.53872486093283
2323.JP,FONFUN,Tokyo SE,1.1428571428571428,287.80952380952385,-1.3300751879699249,315.2857142857143,-0.17129758266185055,308.1032786885246,-1.2136519266539438,549.5748000394983
2325.JP,NJS,Tokyo SE,11.114285714285714,1903.3809523809525,-5.778947368421052,2027.2,1.167935537649347,1918.4792349726777,-0.3231573304744037,2014.2242526579112
2326.JP,DIGITAL ARTS,Tokyo SE,-26.285714285714285,6672.380952380952,31.360902255639097,6167.571428571428,-39.04056682411781,8191.530054644809,-8.156421854690333,9494.626677199565
2327.JP,NS SOLUTIONS,Tokyo SE,-4.571428571428571,3504.761904761905,-5.909774436090226,3588.1428571428573,0.9979160878021672,3478.811475409836,0.5041472039788562,3487.0890813337287
2329.JP,TOHOKUSHINSHA FILM,Tokyo SE,-3.7714285714285714,638.0952380952381,-0.030827067669172932,631.4428571428571,-0.3028619060850236,647.1010928961748,-0.32673392406236706,704.9046617952008
2330.JP,FORSIDE,Tokyo SE,0.9142857142857143,77.04761904761904,-0.2864661654135338,83.07142857142857,-0.5327313142539596,107.79890710382514,-0.10690717681365029,118.53921859056646
2331.JP,SOHGO SECURITY SERVICES,Tokyo SE,32.285714285714285,4142.619047619048,1.4586466165413534,4153.642857142857,-8.221589330369547,4531.786885245901,-3.753441855778552,5285.508050097102
2332.JP,QUEST,Tokyo SE,6.685714285714286,1295.2857142857142,0.14661654135338345,1299.4571428571428,-0.8268407891080857,1351.6918032786884,-1.6866026927409654,1768.725496527435
2334.JP,EOLE,Tokyo SE,-1.5714285714285714,1083.7619047619046,-2.5353383458646617,1124.2857142857142,-1.2103917754931928,1147.5065573770491,-2.2729615515604884,1709.7833185214442
2335.JP,CUBE SYSTEM,Tokyo SE,4.571428571428571,885.9047619047619,-1.3383458646616542,915.2142857142857,-1.9603223117532649,999.7295081967213,-0.9256437730617086,1136.359532931767
2337.JP,ICHIGO,Tokyo SE,7.057142857142857,254.52380952380955,-0.24210526315789474,267.7,-0.45031953320366774,289.50109289617484,-0.33815401543257767,365.77752542707617
2338.JP,QUANTUM SOLUTIONS,Tokyo SE,5.771428571428571,831.9047619047619,0.9473684210526315,841.2,1.5901917199222004,779.0726775956284,0.01991886712224142,841.076198940127
2340.JP,GOKURAKUYU HOLDINGS,Tokyo SE,0.8,287.3333333333333,0.07894736842105263,286.7,0.30052792442345094,274.3010928961749,-0.18897793935387922,324.157927652151
2341.JP,ARBEIT TIMES,Tokyo SE,0.4857142857142857,119.95238095238096,-0.4338345864661654,127.67142857142856,-0.19986107252014448,132.7792349726776,-0.11394433551044586,157.0679371975906
2342.JP,TRANS GENIC,Tokyo SE,4.857142857142857,380.85714285714283,0.3308270676691729,385.85714285714283,-1.0956098916365653,445.8704918032787,-0.8280648015106117,619.9582633883019
2344.JP,HEIAN CEREMONY SERVICE,Tokyo SE,-0.6571428571428571,834.8095238095237,-1.0962406015037593,849.5142857142857,-1.1282291057860898,896.3118644067797,-0.033652624865422066,880.9026679793261
2345.JP,KUSHIM,Tokyo SE,8.342857142857143,280.4761904761905,-1.1518796992481204,317.1428571428571,-1.2681022506251738,389.75901639344266,-1.627476598222975,653.431249135973
2349.JP,NIPPON INFORMATION DEVELOPMENT,Tokyo SE,-12.8,1469.2,-2.700980392156863,1501.8431372549019,-0.12368972746331237,1483.3703703703704,0.5187311960902667,1405.0012804149874
2351.JP,ASJ,Tokyo SE,14.914285714285715,525.047619047619,2.979699248120301,517.7428571428571,-1.980327868852459,628.4530054644808,-3.6795807167342103,1382.5731499950627
2352.JP,WOW WORLD,Tokyo SE,-3.914285714285714,1045.6190476190475,-4.737593984962406,1126.5571428571427,-10.520005557099198,1605.9568306010929,-3.5165763981113325,2118.0082103946543
2353.JP,NIPPON PARKING DEVELOPMENT,Tokyo SE,0.02857142857142857,158.42857142857142,1.4781954887218045,131.45714285714286,0.2534037232564601,131.85792349726776,-0.08676777980867471,161.0584839208716
2354.JP,YE DIGITAL,Tokyo SE,4.2,415,-0.15037593984962405,423.62857142857143,-1.1675187552097803,475.5918032786885,-1.01386144132779,673.5503436358249
2359.JP,CORE,Tokyo SE,11.885714285714286,1476.2857142857142,-3.5954887218045113,1553.357142857143,-2.076938038343984,1610.3196721311474,0.5267526092099721,1460.9266265099898
2370.JP,MEDINET,Tokyo SE,0.45714285714285713,43.52380952380952,0.038345864661654135,43.98571428571429,-0.12945262572936925,50.735519125683055,-0.10952938497409431,77.77100819591192
2371.JP,KAKAKUCOM,Tokyo SE,69.02857142857142,2364.4285714285716,-2.1526315789473682,2532.6,-10.941039177549317,2978.5939890710383,-1.7563289246971623,3379.7490737632074
2372.JP,I ROM GROUP,Tokyo SE,22.942857142857143,1902.142857142857,2.5285714285714285,1898.4285714285716,7.954709641567102,1525.3027322404373,-2.597345286292655,2312.3628870017446
2373.JP,CARE TWENTYONE,Tokyo SE,-4.057142857142857,783.1428571428571,-0.21729323308270676,767.5142857142857,0.4735204223395388,734.5978142076503,-0.9412295721883107,973.5322079589215
2374.JP,SAINT CARE HOLDING,Tokyo SE,4.114285714285714,810.3809523809523,0.12180451127819548,815.5428571428572,1.47126979716588,737.9142076502733,-2.1283575489245754,1211.8263200684637
2375.JP,GIG WORKS,Tokyo SE,6.457142857142857,394.85714285714283,-0.1924812030075188,416.2285714285714,-1.4867463184217837,479.2590163934426,-2.6091794334402074,987.4544399460189
2376.JP,SCINEX,Tokyo SE,3.4285714285714284,581.7619047619048,-1.0090225563909774,604.5857142857143,-0.18196721311475408,603.7513661202186,-0.4654813057838916,712.4219071129984
2378.JP,RENAISSANCE,Tokyo SE,16.97142857142857,1000.9047619047618,-2.8000000000000003,1068.6999999999998,-1.0674631842178384,1093.0234972677595,-0.5782440959004321,1242.2436822356076
2379.JP,DIP,Tokyo SE,11.714285714285714,3144.0476190476193,-22.16390977443609,3477.557142857143,-12.61011392053348,3870.9983606557375,3.1780621011117973,3164.8623926138043
2384.JP,SBS HOLDINGS,Tokyo SE,-14.857142857142858,3352.1428571428573,15.282706766917293,3084.9142857142856,-2.2329535982217275,3397.9054644808743,2.518110607529275,3106.6127513906717
2385.JP,SOIKEN HOLDINGS,Tokyo SE,3.5428571428571427,310.80952380952385,-1.6593984962406014,349.9142857142857,0.6720477910530703,294.39125683060104,-1.1067853364314026,531.6680329811394
2388.JP,WEDGE HOLDINGS,Tokyo SE,0.2,72.66666666666667,-0.032330827067669175,73.45714285714287,-0.41947763267574334,92.3912568306011,-0.129906916849884,109.62904446858234
2389.JP,DIGITAL HOLDINGS,Tokyo SE,15.714285714285714,1328.047619047619,-11.901503759398496,1532.1142857142856,1.4727702139483192,1322.136612021858,-4.050540583568274,2281.6017905928047
2391.JP,PLANET,Tokyo SE,7.2,1385,-2.4368421052631577,1441.2473684210527,-0.7780010370754478,1454.8892921960073,-0.3235109950438016,1519.5701201999786
2393.JP,NIPPON CARE SUPPLY,Tokyo SE,2.942857142857143,1405.4761904761904,3.7285714285714286,1345.5285714285715,-1.1347318699638789,1449.5579234972677,-1.7510734730151565,1782.6837362167144
2395.JP,SHIN NIPPON BIOMEDICAL LABORATORIES,Tokyo SE,1.8285714285714285,1422.4285714285713,-7.294736842105263,1560.8999999999999,1.5010280633509305,1398.3863387978142,4.140001201072904,603.4739992100328
2397.JP,DNA CHIP RESEARCH,Tokyo SE,-3.9714285714285715,432.09523809523813,1.5105263157894737,403,-0.42600722422895243,433.7672131147541,-1.5726510056970333,767.7310490108947
2402.JP,AMANA,Tokyo SE,3.5428571428571427,557.1428571428571,-0.4842105263157895,567.4,-1.0644345651569878,612.4174863387977,-0.11299153807864606,621.4552845528456
2404.JP,TETSUJIN,Tokyo SE,24.428571428571427,264.76190476190476,0.9390977443609022,299.92857142857144,-1.4470408446790777,376.57103825136613,0.48133843050402764,280.0441723445574
2406.JP,ARTE SALON HOLDINGS,Tokyo SE,0.02857142857142857,683.7619047619048,0.055639097744360905,682.7714285714285,4.274492914698527,450.65245901639344,0.397663953504775,500.9203120371285
2408.JP,KG INTELLIGENCE,Tokyo SE,0.14285714285714285,333.4761904761905,0.21403508771929824,330.9684210526316,0.17802454704850956,324.9220338983051,-0.0025563072830832325,338.06915690866515
2410.JP,CAREER DESIGN CENTER,Tokyo SE,25.542857142857144,1242.4761904761904,5.418045112781955,1213.3285714285714,7.598833009169214,872.5677595628415,0.23931382060081877,1061.6223090089197
2411.JP,GENDAI AGENCY,Tokyo SE,-1.7428571428571429,322.19047619047615,-1.1398496240601503,338.42857142857144,-0.049986107252014446,330.5245901639344,0.21893922288970896,290.27470129357164
2412.JP,BENEFIT ONE,Tokyo SE,22.771428571428572,2381.238095238095,-6.896992481203007,2552.171428571429,-49.014420672409,4848.575409836066,4.3709992362304835,3413.5093821796518
2413.JP,M3,Tokyo SE,-8.742857142857142,4146.52380952381,1.5954887218045113,4186.442857142857,-29.35493192553487,5503.903825136612,-15.523733079683941,8578.962180310064
2415.JP,HUMAN HOLDINGS,Tokyo SE,7.314285714285714,846.3809523809523,-0.1255639097744361,868.5428571428572,-1.588996943595443,947.0420765027322,0.012092188391106394,934.8340321253415
2418.JP,TSUKADA GLOBAL HOLDINGS,Tokyo SE,9.742857142857142,287.80952380952385,-1.1999999999999997,325.7,0.5963601000277855,275.224043715847,-0.35070159988553534,375.74549883150655
2424.JP,BRASS,Tokyo SE,37.22857142857143,587.0952380952381,1.4075187969924814,634.4285714285713,-2.14584606835232,736.9524590163934,0.772091176749163,531.333464994569
2425.JP,CARE SERVICE,Tokyo SE,16.857142857142858,602.8571428571429,1.6175438596491227,612.6,-2.8340736411455287,769.9,-0.680219724355156,832.4515818815331
2427.JP,OUTSOURCING,Tokyo SE,12.857142857142858,1108.1904761904761,-16.630075187969926,1413.3857142857144,-7.290858571825507,1602.5136612021859,-2.528524473875657,2071.890589513183
2428.JP,WELLNET,Tokyo SE,3,435.6666666666667,-0.1518796992481203,440.4428571428571,-0.21747707696582383,447.2655737704918,-0.54930746861794,567.0421974260229
2429.JP,WORLD HOLDINGS,Tokyo SE,12.371428571428572,2149.238095238095,5.830075187969925,2063.114285714286,-9.311419838844124,2582.1868852459015,-2.8140602108326296,3049.9215628188667
2432.JP,DENA,Tokyo SE,9.82857142857143,1792.4285714285713,3.8248120300751878,1731.7142857142858,0.36187829952764655,1748.7245901639344,-2.3084867085967398,2286.972548632369
2433.JP,HAKUHODO DY HOLDINGS,Tokyo SE,19.771428571428572,1434.5714285714287,-3.6766917293233083,1520.0285714285712,-10.356071130869685,2029.787431693989,-0.4057656859919837,1835.8112152332053
2435.JP,CEDAR,Tokyo SE,0.7714285714285715,146.57142857142858,-0.7729323308270677,162.64285714285717,-0.7256737982772992,193.09071038251366,-0.5744012510504349,292.90390935123924
2436.JP,KYODO PUBLIC RELATIONS,Tokyo SE,4.485714285714286,747.952380952381,-0.24436090225563908,758.7714285714286,-3.771408724645735,922.0065573770491,0.18634162463247372,857.3072973239854
2437.JP,SHINWA WISE HOLDINGS,Tokyo SE,6.2,394.6666666666667,0.8796992481203008,396.64285714285717,1.6882467352042236,310.16338797814205,-0.5773952436706886,468.52766531713905
2438.JP,ASUKANET COMPANY,Tokyo SE,5.485714285714286,1533.6190476190475,14.29624060150376,1273.2857142857142,17.2853848291192,510.43114754098366,0.04629683831664386,927.886198281821
2440.JP,GURUNAVI,Tokyo SE,13.942857142857143,398.80952380952385,0.8511278195488722,409.51428571428573,0.014337315921089205,406.47704918032787,-0.8799539723068058,619.5463941279089
2445.JP,TAKAMIYA,Tokyo SE,2.742857142857143,357.80952380952385,-1.449624060150376,386.3714285714286,-1.4552097804945818,443.67868852459014,-0.783309314562203,568.9386024159837
2449.JP,PRAP JAPAN,Tokyo SE,-7.5,1118.8333333333333,0.1888111888111888,1118.2948717948718,-1.0327364070982903,1153.3853820598008,-0.8281646357075421,1350.8533571034231
2452.JP,COMPUTER MIND,Tokyo SE,NaN,NaN,NaN,NaN,NaN,NaN,-78.44999999999999,482.45000000000005
2453.JP,JAPAN BEST RESCUE SYSTEM,Tokyo SE,10.2,975.6666666666666,-0.4556390977443609,1017.6285714285714,1.3062517365934978,913.5989071038251,1.0011873169925618,831.748090253777
2454.JP,ALL ABOUT,Tokyo SE,-1.9714285714285715,555.4285714285714,-6.72406015037594,665.5285714285714,-1.6815226451792162,693.1382513661201,-0.9972029107880931,892.3887386853625
2459.JP,AUN CONSULTING,Tokyo SE,0.4857142857142857,150.95238095238093,-0.22030075187969925,154.14285714285717,-0.8461517088080022,193.5448087431694,-0.28931911660684806,237.3277706461275
